filename,influence_score
00013793_001.png,0.32580429315567017
00010663_002.png,0.32580429315567017
00027090_000.png,0.32580429315567017
00022139_005.png,0.32580429315567017
00026833_001.png,0.3161178231239319
00001401_002.png,0.3161178231239319
00026267_004.png,0.3161178231239319
00020037_010.png,0.3161178231239319
00026024_026.png,0.3161178231239319
00013495_005.png,0.3161178231239319
00013420_000.png,0.3161178231239319
00005448_013.png,0.3161178231239319
00026181_001.png,0.2935296297073364
00021779_002.png,0.2935296297073364
00004833_036.png,0.2935296297073364
00005430_000.png,0.2935296297073364
00011948_000.png,0.2935296297073364
00016806_002.png,0.2935296297073364
00021133_004.png,0.2935296297073364
00007627_007.png,0.2935296297073364
00022245_009.png,0.2917841970920563
00017323_000.png,0.2917841970920563
00007411_003.png,0.2917841970920563
00020804_000.png,0.2917841970920563
00007119_000.png,0.2917841970920563
00004654_001.png,0.2917841970920563
00026301_004.png,0.2917841970920563
00007966_002.png,0.2917841970920563
00021164_000.png,0.28294840455055237
00000963_020.png,0.28294840455055237
00011850_003.png,0.28294840455055237
00004857_008.png,0.28294840455055237
00002723_004.png,0.28294840455055237
00003827_000.png,0.28294840455055237
00006273_003.png,0.28294840455055237
00015124_001.png,0.28294840455055237
00018629_003.png,0.2829071283340454
00021066_003.png,0.2829071283340454
00009397_007.png,0.2829071283340454
00026925_012.png,0.2829071283340454
00020900_004.png,0.2829071283340454
00015551_000.png,0.2829071283340454
00007328_012.png,0.2829071283340454
00008067_001.png,0.2829071283340454
00007920_001.png,0.2803248167037964
00012681_043.png,0.2803248167037964
00010304_000.png,0.2803248167037964
00009496_005.png,0.2803248167037964
00009297_003.png,0.2803248167037964
00007212_017.png,0.2803248167037964
00022305_000.png,0.2803248167037964
00012594_003.png,0.2803248167037964
00013022_000.png,0.27791666984558105
00008570_003.png,0.27791666984558105
00021369_001.png,0.27791666984558105
00007056_005.png,0.27791666984558105
00000183_001.png,0.27791666984558105
00009337_000.png,0.27791666984558105
00003482_001.png,0.27791666984558105
00000321_000.png,0.27791666984558105
00003426_030.png,0.2778109312057495
00007497_000.png,0.2778109312057495
00008589_000.png,0.2778109312057495
00028401_000.png,0.2778109312057495
00003217_000.png,0.2778109312057495
00010545_000.png,0.2778109312057495
00027129_000.png,0.2778109312057495
00027538_000.png,0.2778109312057495
00029150_002.png,0.27679336071014404
00011188_000.png,0.27679336071014404
00015068_007.png,0.27679336071014404
00011695_000.png,0.27679336071014404
00018144_008.png,0.27679336071014404
00004821_001.png,0.27679336071014404
00014286_000.png,0.27679336071014404
00014018_019.png,0.27679336071014404
00027748_004.png,0.2763535976409912
00007139_005.png,0.2763535976409912
00005218_006.png,0.2763535976409912
00006138_001.png,0.2763535976409912
00002216_000.png,0.2763535976409912
00009527_002.png,0.2763535976409912
00027416_017.png,0.2763535976409912
00007152_009.png,0.2763535976409912
00015809_018.png,0.2755585014820099
00009215_000.png,0.2755585014820099
00013015_003.png,0.2755585014820099
00000073_005.png,0.2755585014820099
00016643_006.png,0.2755585014820099
00003976_000.png,0.2755585014820099
00007395_000.png,0.2755585014820099
00021835_016.png,0.2755585014820099
00025350_001.png,0.2755417823791504
00020289_005.png,0.2755417823791504
00001034_000.png,0.2755417823791504
00011613_000.png,0.2755417823791504
00027512_001.png,0.2755417823791504
00022918_009.png,0.2755417823791504
00006897_000.png,0.2755417823791504
00015557_003.png,0.2755417823791504
00015031_026.png,0.2747136354446411
00013774_024.png,0.2747136354446411
00016903_000.png,0.2747136354446411
00014523_001.png,0.2747136354446411
00014843_000.png,0.2747136354446411
00008886_000.png,0.2747136354446411
00024226_001.png,0.2747136354446411
00017324_014.png,0.2747136354446411
00003675_000.png,0.27376940846443176
00013765_005.png,0.27376940846443176
00010678_000.png,0.27376940846443176
00011558_014.png,0.27376940846443176
00020972_001.png,0.27376940846443176
00029514_002.png,0.27376940846443176
00001997_000.png,0.27376940846443176
00012019_000.png,0.27376940846443176
00016910_002.png,0.2709449231624603
00020811_010.png,0.2709449231624603
00002183_000.png,0.2709449231624603
00000827_002.png,0.2709449231624603
